"Step","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MAX"
"2429024","","","","","","","175","175","175","","","","","","","","",""
"2429696","","","","","","","","","","250","250","250","","","","","",""
"2429712","","","","","","","350","350","350","","","","","","","","",""
"2429872","","","","","","","100","100","100","","","","","","","","",""
"2429952","","","","","","","","","","50","50","50","","","","","",""
"2430464","","","","","","","","","","150","150","150","","","","","",""
"2431616","","","","","","","","","","0","0","0","","","","","",""
"2431744","","","","","","","","","","","","","","","","200","200","200"
"2432384","","","","","","","","","","125","125","125","","","","","",""
"2432768","","","","","","","","","","300","300","300","","","","","",""
"2432816","","","","","","","300","300","300","","","","","","","","",""
"2433024","","","","","","","","","","150","150","150","","","","","",""
"2433792","","","","","","","","","","225","225","225","","","","","",""
"2434192","","","","","","","150","150","150","","","","","","","","",""
"2434432","","","","","","","","","","325","325","325","","","","","",""
"2435200","","","","","","","","","","75","75","75","","","","","",""
"2435456","","","","","","","","","","300","300","300","","","","","",""
"2435568","","","","","","","475","475","475","","","","","","","","",""
"2436528","","","","","","","100","100","100","","","","","","","","",""
"2438080","","","","","","","150","150","150","","","","","","","","",""
"2438272","","","","","","","","","","","","","","","","300","300","300"
"2438784","","","","","","","200","200","200","","","","","","","","",""
"2438976","","","","","","","150","150","150","","","","","","","","",""
"2439168","","","","","","","250","250","250","300","300","300","","","","","",""
"2439360","","","","","","","100","100","100","","","","","","","","",""
"2441216","","","","","","","","","","325","325","325","","","","","",""
"2441344","","","","","","","","","","250","250","250","","","","","",""
"2441392","","","","","","","300","300","300","","","","","","","","",""
"2441472","","","","","","","","","","150","150","150","","","","","",""
"2441568","","","","","","","150","150","150","","","","","","","","",""
"2441968","","","","","","","300","300","300","","","","","","","","",""
"2441984","","","","","","","","","","200","200","200","","","","","",""
"2442176","","","","","","","400","400","400","","","","","","","","",""
"2442368","","","","","","","","","","","","","","","","275","275","275"
"2443024","","","","","","","450","450","450","","","","","","","","",""
"2443040","","","","","","","250","250","250","","","","","","","","",""
"2443136","","","","","","","","","","375","375","375","","","","","",""
"2444064","","","","","","","125","125","125","","","","","","","","",""
"2444416","","","","","","","","","","250","250","250","","","","","",""
"2444704","","","","","","","150","150","150","","","","","","","","",""
"2445312","","","","","","","","","","600","600","600","","","","","",""
"2445696","","","","","","","","","","300","300","300","","","","","",""
"2447296","","","","","","","100","100","100","","","","","","","","",""
"2447616","","","","","","","","","","237.5","237.5","237.5","","","","","",""
"2447712","","","","","","","400","400","400","","","","","","","","",""
"2447984","","","","","","","150","150","150","","","","","","","","",""
"2448512","","","","","","","","","","400","400","400","","","","","",""
"2449072","","","","","","","350","350","350","","","","","","","","",""
"2450048","","","","","","","","","","100","100","100","","","","","",""
"2450928","","","","","","","150","150","150","","","","","","","","",""
"2451712","","","","","","","","","","","","","","","","250","250","250"
"2452736","","","","","","","","","","325","325","325","","","","","",""
"2453120","","","","","","","","","","250","250","250","","","","","",""
"2453248","","","","","","","","","","200","200","200","","","","","",""
"2453632","","","","","","","","","","200","200","200","","","","","",""
"2454032","","","","","","","450","450","450","","","","","","","","",""
"2454272","","","","","","","","","","","","","","","","200","200","200"
"2454352","","","","","","","150","150","150","","","","","","","","",""
"2454768","","","","","","","300","300","300","","","","","","","","",""
"2455328","","","","","","","50","50","50","","","","","","","","",""
"2455808","","","","","","","","","","316.6666564941406","316.6666564941406","316.6666564941406","","","","","",""
"2456112","","","","","","","0","0","0","","","","","","","","",""
"2456320","","","","","","","","","","650","650","650","","","","","",""
"2456576","","","","","","","","","","","","","","","","200","200","200"
"2456912","","","","","","","150","150","150","","","","","","","","",""
"2457088","","","","","","","","","","50","50","50","","","","","",""
"2457184","","","","","","","350","350","350","","","","","","","","",""
"2457424","","","","","","","100","100","100","","","","","","","","",""
"2457984","","","","","","","","","","50","50","50","","","","","",""
"2458240","","","","","","","","","","275","275","275","","","","","",""
"2458624","","","","","","","","","","150","150","150","","","","","",""
"2458800","","","","","","","225","225","225","","","","","","","","",""
"2459120","","","","","","","50","50","50","","","","","","","","",""
"2459392","","","","","","","","","","100","100","100","","","","","",""
"2460528","","","","","","","150","150","150","","","","","","","","",""
"2460544","","","","","","","","","","","","","","","","250","250","250"
"2463120","","","","","","","200","200","200","","","","","","","","",""
"2463840","","","","","","","150","150","150","","","","","","","","",""
"2464000","","","","","","","","","","125","125","125","","","","","",""
"2464512","","","","","","","","","","300","300","300","","","","","",""
"2465584","","","","","","","350","350","350","","","","","","","","",""
"2466880","","","","","","","300","300","300","","","","","","","","",""
"2468096","","","","","","","","","","325","325","325","","","","","",""
"2469952","","","","","","","150","150","150","","","","","","","","",""
"2472192","","","","","","","","","","100","100","100","","","","","",""
"2473152","","","","","","","300","300","300","","","","","","","","",""
"2474224","","","","","","","150","150","150","","","","","","","","",""
"2474240","","","","","","","100","100","100","","","","","","","","",""
"2474480","","","","","","","300","300","300","","","","","","","","",""
"2474496","","","","","","","","","","150","150","150","","","","","",""
"2474880","","","","","","","","","","333.3333435058594","333.3333435058594","333.3333435058594","","","","","",""
"2475200","","","","","","","400","400","400","","","","","","","","",""
"2475696","","","","","","","50","50","50","","","","","","","","",""
"2476160","","","","","","","","","","350","350","350","","","","","",""
"2476416","","","","","","","","","","","","","","","","400","400","400"
"2476896","","","","","","","50","50","50","","","","","","","","",""
"2477696","","","","","","","","","","350","350","350","","","","","",""
"2478208","","","","","","","150","150","150","","","","","","","","",""
"2479360","","","","","","","","","","150","150","150","","","","","",""
"2479488","","","","","","","","","","250","250","250","","","","","",""
"2479872","","","","","","","","","","125","125","125","","","","","",""
"2480176","","","","","","","125","125","125","","","","","","","","",""
"2480544","","","","","","","250","250","250","","","","","","","","",""
"2480896","","","","","","","250","250","250","","","","","","","","",""
"2481024","","","","","","","","","","400","400","400","","","","","",""
"2481920","","","","","","","","","","","","","","","","550","550","550"
"2482944","","","","","","","","","","","","","","","","200","200","200"
"2483712","","","","","","","","","","","","","","","","350","350","350"
"2484208","","","","","","","300","300","300","","","","","","","","",""
"2484608","","","","","","","","","","300","300","300","","","","","",""
"2485776","","","","","","","150","150","150","","","","","","","","",""
"2486224","","","","","","","450","450","450","","","","","","","","",""
"2486448","","","","","","","500","500","500","","","","","","","","",""
"2486624","","","","","","","350","350","350","","","","","","","","",""
"2486656","","","","","","","","","","","","","","","","400","400","400"
"2487568","","","","","","","250","250","250","","","","","","","","",""
"2488832","","","","","","","150","150","150","","","","","","","","",""
"2489088","","","","","","","","","","200","200","200","","","","","",""
"2489488","","","","","","","100","100","100","","","","","","","","",""
"2489648","","","","","","","650","650","650","","","","","","","","",""
"2489872","","","","","","","200","200","200","","","","","","","","",""
"2490240","","","","","","","","","","100","100","100","","","","","",""
"2491264","","","","","","","","","","250","250","250","","","","","",""
"2492032","","","","","","","","","","","","","","","","600","600","600"
"2492240","","","","","","","750","750","750","","","","","","","","",""
"2493840","","","","","","","450","450","450","","","","","","","","",""
"2494720","","","","","","","","","","400","400","400","","","","","",""
"2494848","","","","","","","","","","","","","","","","200","200","200"
"2495616","","","","","","","","","","350","350","350","","","","","",""
"2496000","","","","","","","","","","100","100","100","","","","150","150","150"
"2496384","","","","","","","","","","","","","","","","300","300","300"
"2497792","","","","","","","","","","225","225","225","","","","","",""
"2498784","","","","","","","150","150","150","","","","","","","","",""
"2499072","","","","","","","","","","425","425","425","","","","","",""
"2499840","","","","","","","","","","250","250","250","","","","350","350","350"
"2500080","","","","","","","150","150","150","","","","","","","","",""
"2500352","","","","","","","","","","275","275","275","","","","","",""
"2500736","","","","","","","","","","300","300","300","","","","","",""
"2501232","","","","","","","400","400","400","","","","","","","","",""
"2501632","","","","","","","","","","","","","","","","175","175","175"
"2502960","","","","","","","300","300","300","","","","","","","","",""
"2503072","","","","","","","300","300","300","","","","","","","","",""
"2505232","","","","","","","200","200","200","","","","","","","","",""
"2505424","","","","","","","250","250","250","","","","","","","","",""
"2505728","","","","","","","","","","300","300","300","","","","","",""
"2506496","","","","","","","","","","","","","","","","250","250","250"
"2506592","","","","","","","50","50","50","","","","","","","","",""
"2507904","","","","","","","","","","125","125","125","","","","","",""
"2508288","","","","","","","","","","50","50","50","","","","","",""
"2508672","","","","","","","","","","175","175","175","","","","","",""
"2508896","","","","","","","150","150","150","","","","","","","","",""
"2509312","","","","","","","","","","175","175","175","","","","","",""
"2510032","","","","","","","250","250","250","","","","","","","","",""
"2510208","","","","","","","","","","350","350","350","","","","","",""
"2510416","","","","","","","100","100","100","","","","","","","","",""
"2510976","","","","","","","","","","","","","","","","400","400","400"
"2511104","","","","","","","","","","275","275","275","","","","","",""
"2511504","","","","","","","300","300","300","","","","","","","","",""
"2512720","","","","","","","100","100","100","","","","","","","","",""
"2512880","","","","","","","250","250","250","","","","","","","","",""
"2514560","","","","","","","","","","50","50","50","","","","","",""
"2515200","","","","","","","","","","","","","","","","300","300","300"
"2516864","","","","","","","","","","","","","","","","200","200","200"
"2516992","","","","","","","","","","266.6666564941406","266.6666564941406","266.6666564941406","","","","","",""
"2517248","","","","","","","","","","133.3333282470703","133.3333282470703","133.3333282470703","","","","","",""
"2517888","","","","","","","","","","150","150","150","","","","","",""
"2518368","","","","","","","150","150","150","","","","","","","","",""
"2518400","","","","","","","","","","","","","","","","300","300","300"
"2518896","","","","","","","275","275","275","","","","","","","","",""
"2520160","","","","","","","150","150","150","","","","","","","","",""
"2520352","","","","","","","150","150","150","","","","","","","","",""
"2520704","","","","","","","","","","","","","","","","150","150","150"
"2521088","","","","","","","","","","400","400","400","","","","","",""
"2521728","","","","","","","","","","300","300","300","","","","","",""
"2522496","","","","","","","","","","","","","","","","100","100","100"
"2523040","","","","","","","150","150","150","","","","","","","","",""
"2523056","","","","","","","150","150","150","","","","","","","","",""
"2523520","","","","","","","","","","262.5","262.5","262.5","","","","","",""
"2523776","","","","","","","","","","250","250","250","","","","","",""
"2523904","","","","","","","","","","100","100","100","","","","","",""
"2523920","","","","","","","200","200","200","","","","","","","","",""
"2524288","","","","","","","","","","","","","","","","400","400","400"
"2524768","","","","","","","450","450","450","","","","","","","","",""
"2526080","","","","","","","150","150","150","","","","","","","","",""
"2526208","","","","","","","","","","450","450","450","","","","","",""
"2527744","","","","","","","","","","250","250","250","","","","","",""
"2528784","","","","","","","400","400","400","","","","","","","","",""
"2530176","","","","","","","","","","550","550","550","","","","","",""
"2530304","","","","","","","","","","400","400","400","","","","","",""
"2531072","","","","","","","","","","200","200","200","","","","","",""
"2532224","","","","","","","","","","550","550","550","","","","","",""
"2533248","","","","","","","","","","100","100","100","","","","","",""
"2533552","","","","","","","150","150","150","","","","","","","","",""
"2533856","","","","","","","50","50","50","","","","","","","","",""
"2533888","","","","","","","","","","275","275","275","","","","","",""
"2534464","","","","","","","250","250","250","","","","","","","","",""
"2534528","","","","","","","","","","300","300","300","","","","150","150","150"
"2534640","","","","","","","150","150","150","","","","","","","","",""
"2534816","","","","","","","550","550","550","","","","","","","","",""
"2535120","","","","","","","250","250","250","","","","","","","","",""
"2535232","","","","","","","0","0","0","","","","","","","","",""
"2535808","","","","","","","","","","200","200","200","","","","","",""
"2536064","","","","","","","","","","100","100","100","","","","","",""
"2536080","","","","","","","100","100","100","","","","","","","","",""
"2536384","","","","","","","350","350","350","","","","","","","","",""
"2537600","","","","","","","","","","425","425","425","","","","","",""
"2537776","","","","","","","450","450","450","","","","","","","","",""
"2538368","","","","","","","","","","","","","","","","300","300","300"
"2538848","","","","","","","250","250","250","","","","","","","","",""
"2538880","","","","","","","","","","371.4285583496094","371.4285583496094","371.4285583496094","","","","","",""
"2539008","","","","","","","","","","400","400","400","","","","","",""
"2539360","","","","","","","500","500","500","","","","","","","","",""
"2539648","","","","","","","","","","","","","","","","150","150","150"
"2540160","","","","","","","","","","","","","","","","200","200","200"
"2540880","","","","","","","200","200","200","","","","","","","","",""
"2541440","","","","","","","","","","183.3333282470703","183.3333282470703","183.3333282470703","","","","","",""
"2542032","","","","","","","300","300","300","","","","","","","","",""
"2542192","","","","","","","300","300","300","","","","","","","","",""
"2542208","","","","","","","","","","375","375","375","","","","","",""
"2542848","","","","","","","150","150","150","","","","","","","","",""
"2543520","","","","","","","150","150","150","","","","","","","","",""
"2544240","","","","","","","175","175","175","","","","","","","","",""
"2544832","","","","","","","250","250","250","","","","","","","","",""
"2545280","","","","","","","","","","","","","","","","300","300","300"
"2546176","","","","","","","","","","","","","","","","200","200","200"
"2546304","","","","","","","450","450","450","","","","","","","","",""
"2546320","","","","","","","300","300","300","","","","","","","","",""
"2547088","","","","","","","200","200","200","","","","","","","","",""
"2547344","","","","","","","450","450","450","","","","","","","","",""
"2547584","","","","","","","","","","450","450","450","","","","","",""
"2548224","","","","","","","","","","300","300","300","","","","","",""
"2549136","","","","","","","200","200","200","","","","","","","","",""
"2549760","","","","","","","","","","300","300","300","","","","","",""
"2550864","","","","","","","450","450","450","","","","","","","","",""
"2551104","","","","","","","250","250","250","","","","","","","","",""
"2551296","","","","","","","","","","250","250","250","","","","","",""
"2551648","","","","","","","300","300","300","","","","","","","","",""
"2551664","","","","","","","100","100","100","","","","","","","","",""
"2551680","","","","","","","","","","","","","","","","250","250","250"
"2552880","","","","","","","200","200","200","","","","","","","","",""
"2553344","","","","","","","","","","333.3333435058594","333.3333435058594","333.3333435058594","","","","","",""
"2554336","","","","","","","350","350","350","","","","","","","","",""
"2554624","","","","","","","","","","300","300","300","","","","","",""
"2554800","","","","","","","50","50","50","","","","","","","","",""
"2555264","","","","","","","","","","250","250","250","","","","","",""
"2555648","","","","","","","","","","350","350","350","","","","","",""
"2555792","","","","","","","150","150","150","","","","","","","","",""
"2556192","","","","","","","450","450","450","","","","","","","","",""
"2556544","","","","","","","","","","50","50","50","","","","","",""
"2556592","","","","","","","50","50","50","","","","","","","","",""
"2556848","","","","","","","100","100","100","","","","","","","","",""
"2557056","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"2557440","","","","","","","175","175","175","","","","","","","","",""
"2560128","","","","","","","","","","","","","","","","250","250","250"
"2561024","","","","","","","","","","150","150","150","","","","","",""
"2561152","","","","","","","","","","283.3333435058594","283.3333435058594","283.3333435058594","","","","","",""
"2561280","","","","","","","","","","200","200","200","","","","","",""
"2561456","","","","","","","350","350","350","","","","","","","","",""
"2561472","","","","","","","150","150","150","","","","","","","","",""
"2561904","","","","","","","50","50","50","","","","","","","","",""
"2561920","","","","","","","","","","","","","","","","250","250","250"
"2562560","","","","","","","","","","150","150","150","","","","","",""
"2564608","","","","","","","","","","225","225","225","","","","300","300","300"
"2566144","","","","","","","","","","350","350","350","","","","400","400","400"
"2568448","","","","","","","","","","200","200","200","","","","","",""
"2570528","","","","","","","400","400","400","","","","","","","","",""
"2570880","","","","","","","","","","300","300","300","","","","","",""
"2572160","","","","","","","","","","300","300","300","","","","","",""
"2572288","","","","","","","275","275","275","","","","","","","","",""
"2572416","","","","","","","","","","300","300","300","","","","","",""
"2572800","","","","","","","","","","400","400","400","","","","","",""
"2573120","","","","","","","150","150","150","","","","","","","","",""
"2573392","","","","","","","50","50","50","","","","","","","","",""
"2574368","","","","","","","0","0","0","","","","","","","","",""
"2574960","","","","","","","150","150","150","","","","","","","","",""
"2574976","","","","","","","","","","350","350","350","","","","","",""
"2575376","","","","","","","50","50","50","","","","","","","","",""
"2577008","","","","","","","350","350","350","","","","","","","","",""
"2578720","","","","","","","50","50","50","","","","","","","","",""
"2578944","","","","","","","","","","400","400","400","","","","","",""
"2580224","","","","","","","","","","200","200","200","","","","","",""
"2581248","","","","","","","","","","175","175","175","","","","","",""
"2581376","","","","","","","250","250","250","","","","","","","","",""
"2582656","","","","","","","","","","300","300","300","","","","","",""
"2583792","","","","","","","250","250","250","","","","","","","","",""
"2584320","","","","","","","","","","75","75","75","","","","250","250","250"
"2587056","","","","","","","200","200","200","","","","","","","","",""
"2587136","","","","","","","150","150","150","","","","","","","","",""
"2587536","","","","","","","150","150","150","","","","","","","","",""
"2587632","","","","","","","150","150","150","","","","","","","","",""
"2587776","","","","","","","","","","","","","","","","300","300","300"
"2587904","","","","","","","","","","200","200","200","","","","","",""
"2588544","","","","","","","","","","","","","","","","150","150","150"
"2588672","","","","","","","","","","600","600","600","","","","","",""
"2588800","","","","","","","","","","125","125","125","","","","","",""
"2589440","","","","","","","250","250","250","","","","","","","","",""
"2590112","","","","","","","200","200","200","","","","","","","","",""
"2590464","","","","","","","","","","250","250","250","","","","","",""
"2590656","","","","","","","250","250","250","","","","","","","","",""
"2593024","","","","","","","","","","425","425","425","","","","","",""
"2593536","","","","","","","","","","100","100","100","","","","","",""
"2594304","","","","","","","","","","150","150","150","","","","","",""
"2595792","","","","","","","50","50","50","","","","","","","","",""
"2595840","","","","","","","","","","83.33333587646484","83.33333587646484","83.33333587646484","","","","","",""
"2596096","","","","","","","100","100","100","","","","","","","","",""
"2596720","","","","","","","350","350","350","","","","","","","","",""
"2597888","","","","","","","300","300","300","","","","","","","","",""
"2598144","","","","","","","","","","250","250","250","","","","","",""
"2598256","","","","","","","150","150","150","","","","","","","","",""
"2598784","","","","","","","","","","100","100","100","","","","","",""
"2599680","","","","","","","150","150","150","","","","","","","","",""
"2600720","","","","","","","100","100","100","","","","","","","","",""
"2601216","","","","","","","","","","450","450","450","","","","","",""
"2601344","","","","","","","","","","600","600","600","","","","","",""
"2601360","","","","","","","100","100","100","","","","","","","","",""
"2601424","","","","","","","400","400","400","","","","","","","","",""
"2601600","","","","","","","","","","200","200","200","","","","","",""
"2602176","","","","","","","150","150","150","","","","","","","","",""
"2604928","","","","","","","","","","283.3333435058594","283.3333435058594","283.3333435058594","","","","","",""
"2605088","","","","","","","250","250","250","","","","","","","","",""
"2605328","","","","","","","200","200","200","","","","","","","","",""
"2606704","","","","","","","900","900","900","","","","","","","","",""
"2607232","","","","","","","0","0","0","","","","","","","","",""
"2607872","","","","","","","","","","283.3333435058594","283.3333435058594","283.3333435058594","","","","","",""
"2608000","","","","","","","100","100","100","","","","","","","","",""
"2608128","","","","","","","","","","350","350","350","","","","100","100","100"
"2608320","","","","","","","300","300","300","","","","","","","","",""
"2608384","","","","","","","","","","400","400","400","","","","","",""
"2608512","","","","","","","","","","","","","","","","300","300","300"
"2609696","","","","","","","150","150","150","","","","","","","","",""
"2609824","","","","","","","350","350","350","","","","","","","","",""
"2609920","","","","","","","","","","","","","","","","275","275","275"
"2610944","","","","","","","150","150","150","","","","","","","","",""
"2611776","","","","","","","400","400","400","","","","","","","","",""
"2611840","","","","","","","","","","150","150","150","","","","200","200","200"
"2612992","","","","","","","","","","262.5","262.5","262.5","","","","","",""
"2613120","","","","","","","","","","250","250","250","","","","","",""
"2614400","","","","","","","","","","","","","","","","200","200","200"
"2615104","","","","","","","200","200","200","","","","","","","","",""
"2615168","","","","","","","","","","250","250","250","","","","","",""
"2615600","","","","","","","650","650","650","","","","","","","","",""
"2615696","","","","","","","250","250","250","","","","","","","","",""
"2616192","","","","","","","","","","","","","","","","200","200","200"
"2616576","","","","","","","","","","450","450","450","","","","200","200","200"
"2616736","","","","","","","150","150","150","","","","","","","","",""
"2616816","","","","","","","150","150","150","","","","","","","","",""
"2617088","","","","","","","","","","","","","","","","350","350","350"
"2618048","","","","","","","100","100","100","","","","","","","","",""
"2619136","","","","","","","","","","","","","","","","200","200","200"
"2620288","","","","","","","200","200","200","","","","","","","","",""
"2620416","","","","","","","","","","50","50","50","","","","350","350","350"
"2621056","","","","","","","","","","","","","","","","200","200","200"
"2622160","","","","","","","150","150","150","","","","","","","","",""
"2623360","","","","","","","","","","50","50","50","","","","","",""
"2624000","","","","","","","50","50","50","","","","","","","","",""
"2624288","","","","","","","150","150","150","","","","","","","","",""
"2625360","","","","","","","100","100","100","","","","","","","","",""
"2625392","","","","","","","100","100","100","","","","","","","","",""
"2628448","","","","","","","100","100","100","","","","","","","","",""
"2629680","","","","","","","0","0","0","","","","","","","","",""
"2629984","","","","","","","100","100","100","","","","","","","","",""
"2630304","","","","","","","900","900","900","","","","","","","","",""
"2630896","","","","","","","300","300","300","","","","","","","","",""
"2631664","","","","","","","450","450","450","","","","","","","","",""
"2632320","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"2632656","","","","","","","650","650","650","","","","","","","","",""
"2632928","","","","","","","500","500","500","","","","","","","","",""
"2633232","","","","","","","300","300","300","","","","","","","","",""
"2633600","","","","","","","375","375","375","","","","","","","","",""
"2634048","","","","","","","500","500","500","","","","","","","","",""
"2634240","","","","","","","","","","","","","","","","200","200","200"
"2635520","","","","","","","","","","250","250","250","","","","","",""
"2636416","","","","","","","","","","150","150","150","","","","","",""
"2636592","","","","","","","100","100","100","","","","","","","","",""
"2636832","","","","","","","250","250","250","","","","","","","","",""
"2638048","","","","","","","250","250","250","","","","","","","","",""
"2638080","","","","","","","","","","","","","","","","200","200","200"
"2638336","","","","","","","","","","362.5","362.5","362.5","","","","","",""
"2638544","","","","","","","100","100","100","","","","","","","","",""
"2639616","","","","","","","","","","250","250","250","","","","","",""
"2640016","","","","","","","50","50","50","","","","","","","","",""
"2640640","","","","","","","","","","200","200","200","","","","","",""
"2641664","","","","","","","","","","200","200","200","","","","","",""
"2641792","","","","","","","","","","533.3333129882812","533.3333129882812","533.3333129882812","","","","","",""
"2641920","","","","","","","","","","275","275","275","","","","","",""
"2643888","","","","","","","50","50","50","","","","","","","","",""
"2644096","","","","","","","","","","200","200","200","","","","","",""
"2645504","","","","","","","","","","","","","","","","250","250","250"
"2647168","","","","","","","","","","275","275","275","","","","","",""
"2647680","","","","","","","","","","250","250","250","","","","","",""
"2647808","","","","","","","","","","450","450","450","","","","","",""
"2648448","","","","","","","","","","250","250","250","","","","","",""
"2649216","","","","","","","","","","500","500","500","","","","","",""
"2649984","","","","","","","","","","300","300","300","","","","","",""
"2650688","","","","","","","200","200","200","","","","","","","","",""
"2651904","","","","","","","","","","","","","","","","300","300","300"
"2652000","","","","","","","100","100","100","","","","","","","","",""
"2653056","","","","","","","","","","100","100","100","","","","","",""
"2653824","","","","","","","","","","216.6666717529297","216.6666717529297","216.6666717529297","","","","","",""
"2654080","","","","","","","","","","200","200","200","","","","","",""
"2654288","","","","","","","300","300","300","","","","","","","","",""
"2654512","","","","","","","200","200","200","","","","","","","","",""
"2655488","","","","","","","","","","150","150","150","","","","","",""
"2655872","","","","","","","","","","200","200","200","","","","","",""
"2656128","","","","","","","","","","","","","","","","250","250","250"
"2656320","","","","","","","400","400","400","","","","","","","","",""
"2657920","","","","","","","","","","100","100","100","","","","","",""
"2658048","","","","","","","","","","225","225","225","","","","","",""
"2658816","","","","","","","200","200","200","","","","","","","","",""
"2661888","","","","","","","","","","175","175","175","","","","","",""
"2661952","","","","","","","150","150","150","","","","","","","","",""
"2662400","","","","","","","","","","225","225","225","","","","","",""
"2663296","","","","","","","","","","100","100","100","","","","","",""
"2663600","","","","","","","250","250","250","","","","","","","","",""
"2663808","","","","","","","","","","150","150","150","","","","","",""
"2665472","","","","","","","","","","283.3333435058594","283.3333435058594","283.3333435058594","","","","","",""
"2665936","","","","","","","100","100","100","","","","","","","","",""
"2666016","","","","","","","175","175","175","","","","","","","","",""
"2666864","","","","","","","250","250","250","","","","","","","","",""
"2668416","","","","","","","","","","","","","","","","300","300","300"
"2668672","","","","","","","","","","316.6666564941406","316.6666564941406","316.6666564941406","","","","","",""
"2669184","","","","","","","","","","150","150","150","","","","","",""
"2669440","","","","","","","","","","200","200","200","","","","","",""
"2670128","","","","","","","200","200","200","","","","","","","","",""
"2671360","","","","","","","350","350","350","","","","","","","","",""
"2671520","","","","","","","300","300","300","","","","","","","","",""
"2671680","","","","","","","350","350","350","","","","","","","","",""
"2672560","","","","","","","150","150","150","","","","","","","","",""
"2673296","","","","","","","150","150","150","","","","","","","","",""
"2673744","","","","","","","400","400","400","","","","","","","","",""
"2673792","","","","","","","","","","","","","","","","250","250","250"
"2676352","","","","","","","","","","183.3333282470703","183.3333282470703","183.3333282470703","","","","","",""
"2676480","","","","","","","","","","450","450","450","","","","","",""
"2676864","","","","","","","500","500","500","","","","","","","","",""
"2677376","","","","","","","","","","","","","","","","350","350","350"
"2677504","","","","","","","","","","125","125","125","","","","150","150","150"
"2677600","","","","","","","50","50","50","","","","","","","","",""
"2678912","","","","","","","","","","150","150","150","","","","","",""
"2679040","","","","","","","","","","250","250","250","","","","","",""
"2679552","","","","","","","200","200","200","","","","","","","","",""
"2679600","","","","","","","200","200","200","","","","","","","","",""
"2679744","","","","","","","100","100","100","","","","","","","","",""
"2680464","","","","","","","100","100","100","","","","","","","","",""
"2680960","","","","","","","100","100","100","","","","","","","","",""
"2681088","","","","","","","","","","","","","","","","250","250","250"
"2682112","","","","","","","","","","","","","","","","150","150","150"
"2682368","","","","","","","","","","275","275","275","","","","","",""
"2682512","","","","","","","50","50","50","","","","","","","","",""
"2683520","","","","","","","","","","50","50","50","","","","","",""
"2683536","","","","","","","300","300","300","","","","","","","","",""
"2685696","","","","","","","","","","","","","","","","200","200","200"
"2685712","","","","","","","200","200","200","","","","","","","","",""
"2686080","","","","","","","","","","225","225","225","","","","","",""
"2686336","","","","","","","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703"
"2686592","","","","","","","50","50","50","","","","","","","","",""
"2686608","","","","","","","200","200","200","","","","","","","","",""
"2688432","","","","","","","350","350","350","","","","","","","","",""
"2689536","","","","","","","","","","100","100","100","","","","","",""
"2689664","","","","","","","","","","416.6666564941406","416.6666564941406","416.6666564941406","","","","","",""
"2689744","","","","","","","0","0","0","","","","","","","","",""
"2690560","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"2690688","","","","","","","","","","150","150","150","","","","","",""
"2691328","","","","","","","","","","100","100","100","","","","250","250","250"
"2691840","","","","","","","","","","275","275","275","","","","","",""
"2692192","","","","","","","150","150","150","","","","","","","","",""
"2693120","","","","","","","","","","250","250","250","","","","","",""
"2693984","","","","","","","100","100","100","","","","","","","","",""
"2694016","","","","","","","","","","50","50","50","","","","","",""
"2694128","","","","","","","250","250","250","","","","","","","","",""
"2694784","","","","","","","","","","","","","","","","550","550","550"
"2694928","","","","","","","650","650","650","","","","","","","","",""
"2695728","","","","","","","200","200","200","","","","","","","","",""
"2697088","","","","","","","","","","","","","","","","175","175","175"
